hotelKey,chain,spiritCode,name_en,brand_en,regionCode,countryCode,city_en,rateWindowStartDate,rateWindowEndDate,rateWindowNights,officialDynamicRateAvailable,officialDynamicAverageRateLocal,officialDynamicAverageCurrency,officialDynamicAverageBasis,officialDynamicAverageSampleCount,taxInclusiveAverageRateLocal,preTaxAverageRateLocal,taxAndFeeAverageAmountLocal,taxAndFeeAverageRate,taxBreakdownAvailable,taxInclusiveRateKind,taxEstimateUsed,taxEstimateBasis,tax1Name,tax1Rate,tax1AmountLocal,tax2Name,tax2Rate,tax2AmountLocal,windowAverageRateLocal,windowPreTaxAverageRateLocal,windowMinRateLocal,windowMaxRateLocal,weekdayAverageRateLocal,weekendAverageRateLocal,weekdayPreTaxAverageRateLocal,weekendPreTaxAverageRateLocal,weekdaySampleCount,weekendSampleCount,currentOfficialLeadRateLocal,currentOfficialLeadRateFmt,rateStatus,rateSource,rateCaveat,fetchedAt,propertySiteURL_en
Aman:AMAN-aman-summer-palace,Aman,AMAN-aman-summer-palace,Aman Summer Palace,Aman,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.aman.com/resorts/aman-summer-palace
Aman:AMAN-amanfayun,Aman,AMAN-amanfayun,Amanfayun,Aman,MAINLAND_CN,CN,Hangzhou,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.aman.com/resorts/amanfayun
Aman:AMAN-amandayan,Aman,AMAN-amandayan,Amandayan,Aman,MAINLAND_CN,CN,Lijiang,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.aman.com/resorts/amandayan
Aman:AMAN-amanyangyun,Aman,AMAN-amanyangyun,Amanyangyun,Aman,MAINLAND_CN,CN,Shanghai,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.aman.com/resorts/amanyangyun
Four Seasons:FS-hongkong,Four Seasons,FS-hongkong,Four Seasons Hotel Hong Kong,Four Seasons,HK,HK,Hong Kong,2026-05-25,2026-05-31,7,false,,HKD,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/hongkong/
Four Seasons:FS-beijing,Four Seasons,FS-beijing,Four Seasons Hotel Beijing,Four Seasons,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/beijing/
Four Seasons:FS-dalian,Four Seasons,FS-dalian,Four Seasons Hotel Dalian,Four Seasons,MAINLAND_CN,CN,Dalian,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/dalian/
Four Seasons:FS-guangzhou,Four Seasons,FS-guangzhou,Four Seasons Hotel Guangzhou,Four Seasons,MAINLAND_CN,CN,Guangzhou,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/guangzhou/
Four Seasons:FS-hangzhoucentre,Four Seasons,FS-hangzhoucentre,Four Seasons Hotel Hangzhou at Hangzhou Centre,Four Seasons,MAINLAND_CN,CN,Hangzhou,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/hangzhoucentre/
Four Seasons:FS-hangzhou,Four Seasons,FS-hangzhou,Four Seasons Hotel Hangzhou at West Lake,Four Seasons,MAINLAND_CN,CN,Hangzhou,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/hangzhou/
Four Seasons:FS-shenzhen,Four Seasons,FS-shenzhen,Four Seasons Hotel Shenzhen,Four Seasons,MAINLAND_CN,CN,Shenzhen,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/shenzhen/
Four Seasons:FS-suzhou,Four Seasons,FS-suzhou,Four Seasons Hotel Suzhou,Four Seasons,MAINLAND_CN,CN,Suzhou,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/suzhou/
Four Seasons:FS-tianjin,Four Seasons,FS-tianjin,Four Seasons Hotel Tianjin,Four Seasons,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/tianjin/
Four Seasons:FS-macao,Four Seasons,FS-macao,Four Seasons Hotel Macao,Four Seasons,MO,MO,Macau,2026-05-25,2026-05-31,7,false,,MOP,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/macao/
Four Seasons:FS-grandsuitesmacau,Four Seasons,FS-grandsuitesmacau,The Grand Suites at Four Seasons,Four Seasons,MO,MO,Macau,2026-05-25,2026-05-31,7,false,,MOP,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,adapter_pending_luxury_group_booking_flow,,"This luxury-group hotel list is present, but a date-specific official rate adapter has not been implemented yet. It remains in the snapshot output so coverage gaps are explicit.",2026-05-24T11:46:23.624Z,https://www.fourseasons.com/grandsuitesmacau/
Hilton:HILTON-HKGHCCI,Hilton,HILTON-HKGHCCI,Conrad Hong Kong,Conrad Hotels & Resorts,HK,HK,Hong Kong,2026-05-25,2026-05-31,7,false,,HKD,not_available_tax_inclusive,0,,2309,,,false,,false,,,,,,,,,,,,,,,,0,0,2309,"HK$2,309",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hkghcci-conrad-hong-kong/
Hilton:HILTON-HKGMSGI,Hilton,HILTON-HKGMSGI,Hilton Garden Inn Hong Kong Mongkok,Hilton Garden Inn,HK,HK,Hong Kong,2026-05-25,2026-05-31,7,false,,HKD,not_available_tax_inclusive,0,,604,,,false,,false,,,,,,,,,,,,,,,,0,0,604,HK$604,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hkgmsgi-hilton-garden-inn-hong-kong-mongkok/
Hilton:HILTON-HKGLPLX,Hilton,HILTON-HKGLPLX,"Lanson Place Causeway Bay, Hong Kong, an SLH Hotel",Small Luxury Hotels of the World,HK,HK,Hong Kong,2026-05-25,2026-05-31,7,false,,HKD,not_available_tax_inclusive,0,,1785,,,false,,false,,,,,,,,,,,,,,,,0,0,1785,"HK$1,785",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hkglplx-lanson-place-causeway-bay/
Hilton:HILTON-HKGUAUA,Hilton,HILTON-HKGUAUA,Motto by Hilton Hong Kong SoHo,Motto by Hilton,HK,HK,Hong Kong,2026-05-25,2026-05-31,7,false,,HKD,not_available_tax_inclusive,0,,1065,,,false,,false,,,,,,,,,,,,,,,,0,0,1065,"HK$1,065",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hkguaua-motto-hong-kong-soho/
Hilton:HILTON-JZHGIGI,Hilton,HILTON-JZHGIGI,Hilton Garden Inn Jiuzhaigou,Hilton Garden Inn,MAINLAND_CN,CN,Aba,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,477,,,false,,false,,,,,,,,,,,,,,,,0,0,477,¥477,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/jzhgigi-hilton-garden-inn-jiuzhaigou/
Hilton:HILTON-JZHJIHI,Hilton,HILTON-JZHJIHI,Hilton Jiuzhaigou Resort,Hilton Hotels & Resorts,MAINLAND_CN,CN,Aba,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,860,,,false,,false,,,,,,,,,,,,,,,,0,0,860,¥860,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/jzhjihi-hilton-jiuzhaigou-resort/
Hilton:HILTON-AKURAGI,Hilton,HILTON-AKURAGI,Hilton Garden Inn Aksu Downtown,Hilton Garden Inn,MAINLAND_CN,CN,Aksu,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,228,,,false,,false,,,,,,,,,,,,,,,,0,0,228,¥228,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/akuragi-hilton-garden-inn-aksu-downtown/
Hilton:HILTON-DBCCNHT,Hilton,HILTON-DBCCNHT,Home2 Suites by Hilton Aksu Baicheng,Home2 Suites by Hilton,MAINLAND_CN,CN,Aksu,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/dbccnht-home2-suites-aksu-baicheng/
Hilton:HILTON-KCAAKHT,Hilton,HILTON-KCAAKHT,Home2 Suites by Hilton Kuche,Home2 Suites by Hilton,MAINLAND_CN,CN,Aksu,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,320,,,false,,false,,,,,,,,,,,,,,,,0,0,320,¥320,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/kcaakht-home2-suites-xinjiang-kuche/
Hilton:HILTON-AATCICI,Hilton,HILTON-AATCICI,Conrad Altay Hemu,Conrad Hotels & Resorts,MAINLAND_CN,CN,Altay,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,2695,,,false,,false,,,,,,,,,,,,,,,,0,0,2695,"¥2,695",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/aatcici-conrad-altay-hemu/
Hilton:HILTON-AATERDI,Hilton,HILTON-AATERDI,DoubleTree by Hilton Altay Fuyun,DoubleTree by Hilton,MAINLAND_CN,CN,Altay,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,304,,,false,,false,,,,,,,,,,,,,,,,0,0,304,¥304,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/aaterdi-doubletree-altay-fuyun/
Hilton:HILTON-AATHIHI,Hilton,HILTON-AATHIHI,Hilton Altay Hemu,Hilton Hotels & Resorts,MAINLAND_CN,CN,Altay,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,1189,,,false,,false,,,,,,,,,,,,,,,,0,0,1189,"¥1,189",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/aathihi-hilton-altay-hemu/
Hilton:HILTON-AXFZQHX,Hilton,HILTON-AXFZQHX,Hampton by Hilton Alxa,Hampton by Hilton,MAINLAND_CN,CN,Alxa,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,460,,,false,,false,,,,,,,,,,,,,,,,0,0,460,¥460,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/axfzqhx-hampton-alxa/
Hilton:HILTON-AKAAAHX,Hilton,HILTON-AKAAAHX,Hampton by Hilton Ankang Hi-Tech Zone,Hampton by Hilton,MAINLAND_CN,CN,Ankang,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,305,,,false,,false,,,,,,,,,,,,,,,,0,0,305,¥305,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/akaaahx-hampton-ankang-hi-tech-zone/
Hilton:HILTON-SJWACHT,Hilton,HILTON-SJWACHT,Home2 Suites by Hilton Hengshui Anping,Home2 Suites by Hilton,MAINLAND_CN,CN,Anping,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/sjwacht-home2-suites-hengshui-anping/
Hilton:HILTON-AQGSSGI,Hilton,HILTON-AQGSSGI,Hilton Garden Inn Anqing Susong,Hilton Garden Inn,MAINLAND_CN,CN,Anqing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,219,,,false,,false,,,,,,,,,,,,,,,,0,0,219,¥219,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/aqgssgi-hilton-garden-inn-anqing-susong/
Hilton:HILTON-AOGCNDI,Hilton,HILTON-AOGCNDI,DoubleTree by Hilton Anshan,DoubleTree by Hilton,MAINLAND_CN,CN,Anshan,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,446,,,false,,false,,,,,,,,,,,,,,,,0,0,446,¥446,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/aogcndi-doubletree-anshan/
Hilton:HILTON-AOGGIGI,Hilton,HILTON-AOGGIGI,Hilton Garden Inn Anshan,Hilton Garden Inn,MAINLAND_CN,CN,Anshan,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,303,,,false,,false,,,,,,,,,,,,,,,,0,0,303,¥303,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/aoggigi-hilton-garden-inn-anshan/
Hilton:HILTON-AOGHCGI,Hilton,HILTON-AOGHCGI,Hilton Garden Inn Anshan Haicheng,Hilton Garden Inn,MAINLAND_CN,CN,Anshan,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,248,,,false,,false,,,,,,,,,,,,,,,,0,0,248,¥248,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/aoghcgi-hilton-garden-inn-anshan-haicheng/
Hilton:HILTON-AVAHSDI,Hilton,HILTON-AVAHSDI,DoubleTree by Hilton Hotel Anshun,DoubleTree by Hilton,MAINLAND_CN,CN,Anshun,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,466,,,false,,false,,,,,,,,,,,,,,,,0,0,466,¥466,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/avahsdi-doubletree-anshun/
Hilton:HILTON-XMNESLX,Hilton,HILTON-XMNESLX,"Elite Spring Villas, an SLH Hotel",Small Luxury Hotels of the World,MAINLAND_CN,CN,Anxi,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,2450,,,false,,false,,,,,,,,,,,,,,,,0,0,2450,"¥2,450",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/xmneslx-elite-spring-villas/
Hilton:HILTON-LHWBAHX,Hilton,HILTON-LHWBAHX,Hampton by Hilton Baiyin,Hampton by Hilton,MAINLAND_CN,CN,Baiyin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,365,,,false,,false,,,,,,,,,,,,,,,,0,0,365,¥365,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/lhwbahx-hampton-baiyin/
Hilton:HILTON-SJWBCHX,Hilton,HILTON-SJWBCHX,Hampton by Hilton Baoding High-Tech Zone,Hampton by Hilton,MAINLAND_CN,CN,Baoding,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,404,,,false,,false,,,,,,,,,,,,,,,,0,0,404,¥404,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/sjwbchx-hampton-baoding-high-tech-zone/
Hilton:HILTON-BVNCYHX,Hilton,HILTON-BVNCYHX,Hampton by Hilton Baoding Lekai Avenue,Hampton by Hilton,MAINLAND_CN,CN,Baoding,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,387,,,false,,false,,,,,,,,,,,,,,,,0,0,387,¥387,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bvncyhx-hampton-baoding-lekai-avenue/
Hilton:HILTON-PKXJWHX,Hilton,HILTON-PKXJWHX,Hampton by Hilton Xiongan New Area Rongcheng CEC,Hampton by Hilton,MAINLAND_CN,CN,Baoding,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/pkxjwhx-hampton-xiongan-new-area-rongcheng-cec/
Hilton:HILTON-BVNDIDI,Hilton,HILTON-BVNDIDI,DoubleTree by Hilton Baoding,DoubleTree by Hilton,MAINLAND_CN,CN,"Baoding, Hebei Province",2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,453,,,false,,false,,,,,,,,,,,,,,,,0,0,453,¥453,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bvndidi-doubletree-baoding/
Hilton:HILTON-FOCQSHX,Hilton,HILTON-FOCQSHX,Hampton by Hilton Qishan,Hampton by Hilton,MAINLAND_CN,CN,Baoji,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/focqshx-hampton-qishan/
Hilton:HILTON-RLKJCGI,Hilton,HILTON-RLKJCGI,Hilton Garden Inn Bayannur Jinchuan Boulevard,Hilton Garden Inn,MAINLAND_CN,CN,Bayannur,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/rlkjcgi-hilton-garden-inn-bayannur-jinchuan-boulevard/
Hilton:HILTON-BZXERHX,Hilton,HILTON-BZXERHX,Hampton by Hilton Bazhong Bazhou,Hampton by Hilton,MAINLAND_CN,CN,Bazhong,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,293,,,false,,false,,,,,,,,,,,,,,,,0,0,293,¥293,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bzxerhx-hampton-bazhong-bazhou/
