hotelKey,chain,spiritCode,name_en,brand_en,regionCode,countryCode,city_en,rateWindowStartDate,rateWindowEndDate,rateWindowNights,officialDynamicRateAvailable,officialDynamicAverageRateLocal,officialDynamicAverageCurrency,officialDynamicAverageBasis,officialDynamicAverageSampleCount,taxInclusiveAverageRateLocal,preTaxAverageRateLocal,taxAndFeeAverageAmountLocal,taxAndFeeAverageRate,taxBreakdownAvailable,taxInclusiveRateKind,taxEstimateUsed,taxEstimateBasis,tax1Name,tax1Rate,tax1AmountLocal,tax2Name,tax2Rate,tax2AmountLocal,windowAverageRateLocal,windowPreTaxAverageRateLocal,windowMinRateLocal,windowMaxRateLocal,weekdayAverageRateLocal,weekendAverageRateLocal,weekdayPreTaxAverageRateLocal,weekendPreTaxAverageRateLocal,weekdaySampleCount,weekendSampleCount,currentOfficialLeadRateLocal,currentOfficialLeadRateFmt,rateStatus,rateSource,rateCaveat,fetchedAt,propertySiteURL_en
Hilton:HILTON-HYNERHX,Hilton,HILTON-HYNERHX,Hampton by Hilton Taizhou Jiaojiang,Hampton by Hilton,MAINLAND_CN,CN,Taizhou,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,420,,,false,,false,,,,,,,,,,,,,,,,0,0,420,¥420,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hynerhx-hampton-taizhou-jiaojiang/
Hilton:HILTON-YTYTXHX,Hilton,HILTON-YTYTXHX,Hampton by Hilton Taizhou Taixing,Hampton by Hilton,MAINLAND_CN,CN,Taizhou,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,319,,,false,,false,,,,,,,,,,,,,,,,0,0,319,¥319,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/ytytxhx-hampton-taizhou-taixing/
Hilton:HILTON-HYNEWHX,Hilton,HILTON-HYNEWHX,Hampton by Hilton Wenling,Hampton by Hilton,MAINLAND_CN,CN,Taizhou,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,446,,,false,,false,,,,,,,,,,,,,,,,0,0,446,¥446,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hynewhx-hampton-wenling/
Hilton:HILTON-HYNTCHI,Hilton,HILTON-HYNTCHI,Hilton Taizhou,Hilton Hotels & Resorts,MAINLAND_CN,CN,Taizhou,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,509,,,false,,false,,,,,,,,,,,,,,,,0,0,509,¥509,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hyntchi-hilton-taizhou/
Hilton:HILTON-WUXSHHT,Hilton,HILTON-WUXSHHT,Home2 Suites by Hilton Jingjiang Binjiang New Town,Home2 Suites by Hilton,MAINLAND_CN,CN,Taizhou,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,345,,,false,,false,,,,,,,,,,,,,,,,0,0,345,¥345,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/wuxshht-home2-suites-jingjiang-binjiang-new-town/
Hilton:HILTON-HYNOBHT,Hilton,HILTON-HYNOBHT,Home2 Suites by Hilton Taizhou Wenling,Home2 Suites by Hilton,MAINLAND_CN,CN,Taizhou,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,410,,,false,,false,,,,,,,,,,,,,,,,0,0,410,¥410,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hynobht-home2-suites-taizhou-wenling/
Hilton:HILTON-YTYXHGI,Hilton,HILTON-YTYXHGI,Hilton Garden Inn Taizhou Xinghua,Hilton Garden Inn,MAINLAND_CN,CN,"Taizhou, Jiangsu",2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,274,,,false,,false,,,,,,,,,,,,,,,,0,0,274,¥274,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/ytyxhgi-hilton-garden-inn-taizhou-xinghua/
Hilton:HILTON-TVSHPHX,Hilton,HILTON-TVSHPHX,Hampton by Hilton Tangshan Caofeidian,Hampton by Hilton,MAINLAND_CN,CN,Tangshan,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,344,,,false,,false,,,,,,,,,,,,,,,,0,0,344,¥344,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tvshphx-hampton-tangshan-caofeidian/
Hilton:HILTON-TVSCKHT,Hilton,HILTON-TVSCKHT,Home2 Suites by Hilton Tangshan South Lake Park,Home2 Suites by Hilton,MAINLAND_CN,CN,Tangshan,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tvsckht-home2-suites-tangshan-south-lake-park/
Hilton:HILTON-TCZMMLX,Hilton,HILTON-TCZMMLX,"The Moon Mansion, an SLH Hotel",Small Luxury Hotels of the World,MAINLAND_CN,CN,Tengchong,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,2332,,,false,,false,,,,,,,,,,,,,,,,0,0,2332,"¥2,332",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tczmmlx-the-moon-mansion/
Hilton:HILTON-JNGTZGI,Hilton,HILTON-JNGTZGI,Hilton Garden Inn Tengzhou Pingxing Road,Hilton Garden Inn,MAINLAND_CN,CN,Tengzhou,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/jngtzgi-hilton-garden-inn-tengzhou-pingxing-road/
Hilton:HILTON-TSNTNCI,Hilton,HILTON-TSNTNCI,Conrad Tianjin,Conrad Hotels & Resorts,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,794,,,false,,false,,,,,,,,,,,,,,,,0,0,794,¥794,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsntnci-conrad-tianjin/
Hilton:HILTON-TSNBGHX,Hilton,HILTON-TSNBGHX,Hampton by Hilton Tianjin Baodi,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnbghx-hampton-tianjin-baodi/
Hilton:HILTON-TSNHXHX,Hilton,HILTON-TSNHXHX,Hampton by Hilton Tianjin Beichen,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,438,,,false,,false,,,,,,,,,,,,,,,,0,0,438,¥438,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnhxhx-hampton-tianjin-beichen/
Hilton:HILTON-TSNPLHX,Hilton,HILTON-TSNPLHX,Hampton by Hilton Tianjin Binhai Dagang,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnplhx-hampton-tianjin-binhai-dagang/
Hilton:HILTON-TSNAMHX,Hilton,HILTON-TSNAMHX,Hampton by Hilton Tianjin Binhai International Airport,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,438,,,false,,false,,,,,,,,,,,,,,,,0,0,438,¥438,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnamhx-hampton-tianjin-binhai-international-airport/
Hilton:HILTON-TSNTJHX,Hilton,HILTON-TSNTJHX,Hampton by Hilton Tianjin Binhai TEDA,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,532,,,false,,false,,,,,,,,,,,,,,,,0,0,532,¥532,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsntjhx-hampton-tianjin-binhai-teda/
Hilton:HILTON-TSNBHHX,Hilton,HILTON-TSNBHHX,Hampton by Hilton Tianjin Eco-City,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,385,,,false,,false,,,,,,,,,,,,,,,,0,0,385,¥385,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnbhhx-hampton-tianjin-eco-city/
Hilton:HILTON-TSNIAHX,Hilton,HILTON-TSNIAHX,Hampton by Hilton Tianjin Five Great Avenues,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,486,,,false,,false,,,,,,,,,,,,,,,,0,0,486,¥486,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsniahx-hampton-tianjin-five-great-avenues/
Hilton:HILTON-TSNTHHX,Hilton,HILTON-TSNTHHX,Hampton by Hilton Tianjin Haihe Education Park NCEC,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,439,,,false,,false,,,,,,,,,,,,,,,,0,0,439,¥439,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnthhx-hampton-tianjin-haihe-education-park-ncec/
Hilton:HILTON-TSNTTHX,Hilton,HILTON-TSNTTHX,Hampton by Hilton Tianjin Hedong,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,461,,,false,,false,,,,,,,,,,,,,,,,0,0,461,¥461,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsntthx-hampton-tianjin-hedong/
Hilton:HILTON-TSNANHX,Hilton,HILTON-TSNANHX,Hampton by Hilton Tianjin Jingbin Industrial Park,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,405,,,false,,false,,,,,,,,,,,,,,,,0,0,405,¥405,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnanhx-hampton-tianjin-jingbin-industrial-park/
Hilton:HILTON-TSNINHX,Hilton,HILTON-TSNINHX,Hampton by Hilton Tianjin Olympic Centre Stadium Jiefang South Road,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,507,,,false,,false,,,,,,,,,,,,,,,,0,0,507,¥507,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsninhx-hampton-tianjin-olympic-centre-stadium-jiefang-south-road/
Hilton:HILTON-TSNTCHX,Hilton,HILTON-TSNTCHX,Hampton by Hilton Tianjin Railway Station,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,523,,,false,,false,,,,,,,,,,,,,,,,0,0,523,¥523,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsntchx-hampton-tianjin-railway-station/
Hilton:HILTON-TSNOTHX,Hilton,HILTON-TSNOTHX,Hampton by Hilton Tianjin Wuqing,Hampton by Hilton,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,423,,,false,,false,,,,,,,,,,,,,,,,0,0,423,¥423,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnothx-hampton-tianjin-wuqing/
Hilton:HILTON-TSNFWGI,Hilton,HILTON-TSNFWGI,Hilton Garden Inn Tianjin Five Great Avenues,Hilton Garden Inn,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,380,,,false,,false,,,,,,,,,,,,,,,,0,0,380,¥380,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnfwgi-hilton-garden-inn-tianjin-five-great-avenues/
Hilton:HILTON-TSNYSGI,Hilton,HILTON-TSNYSGI,Hilton Garden Inn Tianjin Huayuan,Hilton Garden Inn,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,346,,,false,,false,,,,,,,,,,,,,,,,0,0,346,¥346,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnysgi-hilton-garden-inn-tianjin-huayuan/
Hilton:HILTON-TSNNNGI,Hilton,HILTON-TSNNNGI,Hilton Garden Inn Tianjin Jinnan,Hilton Garden Inn,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,272,,,false,,false,,,,,,,,,,,,,,,,0,0,272,¥272,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnnngi-hilton-garden-inn-tianjin-jinnan/
Hilton:HILTON-TSNJIGI,Hilton,HILTON-TSNJIGI,Hilton Garden Inn Tianjin Railway Station,Hilton Garden Inn,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,405,,,false,,false,,,,,,,,,,,,,,,,0,0,405,¥405,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnjigi-hilton-garden-inn-tianjin-railway-station/
Hilton:HILTON-TSNTLGI,Hilton,HILTON-TSNTLGI,Hilton Garden Inn Tianjin Tuanbo Lake,Hilton Garden Inn,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsntlgi-hilton-garden-inn-tianjin-tuanbo-lake/
Hilton:HILTON-TSNECHI,Hilton,HILTON-TSNECHI,Hilton Tianjin Eco-City,Hilton Hotels & Resorts,MAINLAND_CN,CN,Tianjin,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,488,,,false,,false,,,,,,,,,,,,,,,,0,0,488,¥488,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tsnechi-hilton-tianjin-eco-city/
Hilton:HILTON-SHEHHHX,Hilton,HILTON-SHEHHHX,Hampton by Hilton Tieling New City,Hampton by Hilton,MAINLAND_CN,CN,Tieling,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/shehhhx-hampton-tieling-new-city/
Hilton:HILTON-TGOXMHX,Hilton,HILTON-TGOXMHX,Hampton by Hilton Tongliao,Hampton by Hilton,MAINLAND_CN,CN,Tongliao,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,368,,,false,,false,,,,,,,,,,,,,,,,0,0,368,¥368,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tgoxmhx-hampton-tongliao/
Hilton:HILTON-TENTOHT,Hilton,HILTON-TENTOHT,Home2 Suites by Hilton Tongren Ancient City,Home2 Suites by Hilton,MAINLAND_CN,CN,Tongren,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tentoht-home2-suites-tongren-ancient-city/
Hilton:HILTON-HGHTNHX,Hilton,HILTON-HGHTNHX,Hampton by Hilton Tongxiang Wuzhen,Hampton by Hilton,MAINLAND_CN,CN,Tongxiang,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,385,,,false,,false,,,,,,,,,,,,,,,,0,0,385,¥385,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/hghtnhx-hampton-tongxiang-wuzhen-xizha-scenic-area/
Hilton:HILTON-TLQCNHX,Hilton,HILTON-TLQCNHX,Hampton by Hilton Turpan,Hampton by Hilton,MAINLAND_CN,CN,Turpan,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,458,,,false,,false,,,,,,,,,,,,,,,,0,0,458,¥458,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/tlqcnhx-hampton-turpan/
Hilton:HILTON-URCCICI,Hilton,HILTON-URCCICI,Conrad Urumqi,Conrad Hotels & Resorts,MAINLAND_CN,CN,Urumqi,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,1057,,,false,,false,,,,,,,,,,,,,,,,0,0,1057,"¥1,057",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/urccici-conrad-urumqi/
Hilton:HILTON-URCUSHX,Hilton,HILTON-URCUSHX,Hampton by Hilton Urumqi Exhibition Center,Hampton by Hilton,MAINLAND_CN,CN,Urumqi,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,423,,,false,,false,,,,,,,,,,,,,,,,0,0,423,¥423,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/urcushx-hampton-urumqi-exhibition-center/
Hilton:HILTON-URCUCHX,Hilton,HILTON-URCUCHX,Hampton by Hilton Urumqi High-speed Railway Station,Hampton by Hilton,MAINLAND_CN,CN,Urumqi,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,451,,,false,,false,,,,,,,,,,,,,,,,0,0,451,¥451,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/urcuchx-hampton-urumqi-high-speed-railway-station/
Hilton:HILTON-URCQIHX,Hilton,HILTON-URCQIHX,Hampton by Hilton Urumqi Innovation Plaza,Hampton by Hilton,MAINLAND_CN,CN,Urumqi,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,458,,,false,,false,,,,,,,,,,,,,,,,0,0,458,¥458,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/urcqihx-hampton-urumqi-innovation-plaza/
