chain,spiritCode,name_en,brand_en,regionCode,countryCode,city_en,address1_en,latitude,longitude,propertySiteURL_en,rateDataAvailable,approxAnnualAverageRateLocal,approxAnnualAverageRateCurrency,approxAnnualAverageRateBasis,approxAnnualAverageRateSampleCount,currentOfficialLeadRateLocal,currentOfficialLeadRateFmt,currentOfficialLeadRatePlanCode,currentOfficialLeadRatePlanName,rateDataCaveat
IHG Hotels & Resorts,IHG-DSNOD,Holiday Inn Express Ordos Dongsheng,Holiday Inn Express,MAINLAND_CN,CN,Ordos,"No.20 Jingzhihuan Road, Dongsheng District, Ordos, Nei Mongol, 017000, Mainland China",39.822124,109.93259,https://www.ihg.com/holidayinnexpress/hotels/us/en/ordos/dsnod/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-PJNSA,Holiday Inn Express Panjin Downtown,Holiday Inn Express,MAINLAND_CN,CN,Panjin,"No.41 Heming Road, Xinglongtai District, Panjin, Liaoning, 124010, Mainland China",41.122414,122.07133,https://www.ihg.com/holidayinnexpress/hotels/us/en/panjin/pjnsa/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JNZPA,Holiday Inn Panjin Aqua City,Holiday Inn,MAINLAND_CN,CN,Panjin,"No.163, Shuangxing South Road,Xinglongtai District, Panjin, Liaoning, 124000, Mainland China",41.125042,122.07663,https://www.ihg.com/holidayinn/hotels/us/en/panjin/jnzpa/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-CTUPZ,Holiday Inn Express Pengzhou Downtown,Holiday Inn Express,MAINLAND_CN,CN,Pengzhou,"No 161 Fanjiang South Road Tianpeng Town, Pengzhou, Sichuan, 611930, Mainland China",30.974924,103.93724,https://www.ihg.com/holidayinnexpress/hotels/us/en/pengzhou/ctupz/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JXSPH,Holiday Inn Express Pinghu,Holiday Inn Express,MAINLAND_CN,CN,Pinghu,"No 3099 Zhongxi Road, Zhongdai Street, Pinghu, Zhejiang, 314299, Mainland China",30.7615,120.9935,https://www.ihg.com/holidayinnexpress/hotels/us/en/pinghu/jxsph/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-PXGWU,voco Wugong Mountain Jiangxi,voco,MAINLAND_CN,CN,Pingxiang,"No.1 International Mountain Sports Valley, Pingxiang, Jiangxi, 337000, Mainland China",27.494062,114.13573,https://www.ihg.com/voco/hotels/us/en/pingxiang/pxgwu/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JHGPS,Holiday Inn Express Puer Simao,Holiday Inn Express,MAINLAND_CN,CN,Puer,"No.9 Baiyun Road, Simao District, Puer, Yunnan, 665099, Mainland China",22.797823,100.97671,https://www.ihg.com/holidayinnexpress/hotels/us/en/puer/jhgps/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-FOCPT,Crowne Plaza Putian,Crowne Plaza,MAINLAND_CN,CN,Putian,"No 85, Lipu Road, Zhenhai Street, Licheng District, Putian, Fujian, 351100, Mainland China",25.424288,119.04377,https://www.ihg.com/crowneplaza/hotels/us/en/putian/focpt/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-FOCCT,Holiday Inn Express Putian City Center,Holiday Inn Express,MAINLAND_CN,CN,Putian,"No. 1, Nanyuan East Road, Fenghuangshan Street, Putian, Fujian, 351199, Mainland China",25.42171,119.01173,https://www.ihg.com/holidayinnexpress/hotels/us/en/putian/focct/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-FOCPU,Holiday Inn Putian Xiuyu,Holiday Inn,MAINLAND_CN,CN,Putian,"No. 108 Qingtang Road, Xiuyu District, Putian, Fujian, 351146, Mainland China",25.325584,119.09238,https://www.ihg.com/holidayinn/hotels/us/en/putian/focpu/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-SHAQD,Crowne Plaza Qidong,Crowne Plaza,MAINLAND_CN,CN,Qidong,"NO. 377 Linyang South Road, Huilong Town, Qidong, Jiangsu, 226200, Mainland China",31.800945,121.62536,https://www.ihg.com/crowneplaza/hotels/us/en/qidong/shaqd/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-NTGQD,Holiday Inn Express Qidong Economic Zone,Holiday Inn Express,MAINLAND_CN,CN,Qidong,"Building 8, Qirui Industrial Center, Qidong, Jiangsu, 226200, Mainland China",31.801018,121.62029,https://www.ihg.com/holidayinnexpress/hotels/us/en/qidong/ntgqd/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-NTGQI,Holiday Inn Qidong Lvsi Port,Holiday Inn,MAINLAND_CN,CN,Qidong,"No. 999 He Fei Road, Qidong, Jiangsu, Mainland China",32.066437,121.60571,https://www.ihg.com/holidayinn/hotels/us/en/qidong/ntgqi/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-NTGQG,HUALUXE Qidong,HUALUXE,MAINLAND_CN,CN,Qidong,"No. 989, Xin'anjiang Middle Road, Huilong Town, Qidong, Jiangsu, 226200, Mainland China",31.773703,121.640816,https://www.ihg.com/hotels/us/en/qidong/ntgqg/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-DAOCH,Crowne Plaza Qingdao,Crowne Plaza,MAINLAND_CN,CN,Qingdao,"No.76 Xiang Gang Zhong Rd, Qingdao, Shandong, 266071, Mainland China",36.064213,120.39967,https://www.ihg.com/crowneplaza/hotels/us/en/qingdao/daoch/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOJN,Crowne Plaza Qingdao Jinshui,Crowne Plaza,MAINLAND_CN,CN,Qingdao,"No.175-2 Jufeng Road, Licang District, Qingdao, Shandong, 266199, Mainland China",36.165363,120.43645,https://www.ihg.com/crowneplaza/hotels/us/en/qingdao/taojn/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOJC,Crowne Plaza Qingdao Ocean Spring Resort,Crowne Plaza,MAINLAND_CN,CN,Qingdao,"No.188 of Binhai Road, Jimo, Qingdao, Shandong, 266200, Mainland China",36.406258,120.70562,https://www.ihg.com/crowneplaza/hotels/us/en/qingdao/taojc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOMM,Crowne Plaza QingdaoOrientalMovieMetropolis,Crowne Plaza,MAINLAND_CN,CN,Qingdao,"No. 818, Xinghaiwan Street, West Coast New District, Qingdao, Shandong, 266000, Mainland China",35.899017,120.11731,https://www.ihg.com/crowneplaza/hotels/us/en/qingdao/taomm/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOQI,EVEN Hotel Qingdao Laoshan,EVEN Hotel,MAINLAND_CN,CN,Qingdao,"No.101 Shenzhen Road, Laoshan District, Qingdao, Shandong, 266000, Mainland China",36.117382,120.44844,https://www.ihg.com/evenhotels/hotels/us/en/qingdao/taoqi/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOJI,Holiday Inn & Suites Qingdao Jinshui,Holiday Inn & Suites,MAINLAND_CN,CN,Qingdao,"No.175-3 Jufeng Road, Licang District, Qingdao, Shandong, 266199, Mainland China",36.165363,120.43645,https://www.ihg.com/holidayinn/hotels/us/en/qingdao/taoji/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOCC,Holiday Inn Express Qingdao Chengyang Central,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"197-25 Changcheng Road, Chengyang District, Qingdao, Shandong, 266109, Mainland China",36.304935,120.40274,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taocc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOCB,Holiday Inn Express Qingdao City Balcony,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"1st Floor, Building 5, No. 7, Huang Dunshan Road, Qingdao, Shandong, 266499, Mainland China",35.862026,120.03503,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taocb/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-DAOCC,Holiday Inn Express Qingdao City Center,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"No.56 Hong Kong Middle Road, Shinan District, Qingdao, Shandong, 266071, Mainland China",36.06512,120.3933,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/daocc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOQZ,Holiday Inn Express Qingdao Downtown,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"No. 6, Guantao Road, Shibei District, Qingdao, Shandong, 266011, Mainland China",36.076847,120.320274,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taoqz/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOQH,Holiday Inn Express Qingdao Hongdao Station,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"No 888,Longhai Road, Chengyang Distirct, Qingdao, Shandong, 266113, Mainland China",36.25697,120.15522,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taoqh/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOIP,Holiday Inn Express Qingdao Innovation Park,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"No. 179 Songling Road, Laoshan District, Qingdao, Shandong, 266101, Mainland China",36.152523,120.48844,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taoip/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOJM,Holiday Inn Express Qingdao Jimo,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"No. 35, Wenfeng Road, Jimo District, Qingdao, Shandong, Mainland China",36.37996,120.49591,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taojm/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOJS,Holiday Inn Express Qingdao Jinshui,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"175-3 Jufeng Road, Licang District, Qingdao, Shandong, 266199, Mainland China",36.165367,120.43645,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taojs/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAONW,Holiday Inn Express Qingdao Northern West Coast,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"228 Yutai Road, Huangdao District, Qingdao, Shandong, 266425, Mainland China",36.067833,120.00901,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taonw/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOSB,Holiday Inn Express Qingdao Shibei,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"No.30, Hangzhou road, Shibei district, Qingdao, Shandong, 266000, Mainland China",36.114906,120.35219,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taosb/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOQW,Holiday Inn Express Qingdao West Coast,Holiday Inn Express,MAINLAND_CN,CN,Qingdao,"No. 596, Zhujiang Road, Huangdao District, Qingdao, Shandong, 266555, Mainland China",35.95187,120.2037,https://www.ihg.com/holidayinnexpress/hotels/us/en/qingdao/taoqw/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOQD,Holiday Inn Qingdao CBD,Holiday Inn,MAINLAND_CN,CN,Qingdao,"No.37 Yanji Road, Shibei District, Qingdao, Shandong, 266000, Mainland China",36.085896,120.36624,https://www.ihg.com/holidayinn/hotels/us/en/qingdao/taoqd/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-DAOXR,Holiday Inn Qingdao City Centre,Holiday Inn,MAINLAND_CN,CN,Qingdao,"No.1 Xuzhou Road, Qingdao, Shandong, 266071, Mainland China",36.06762,120.388535,https://www.ihg.com/holidayinn/hotels/us/en/qingdao/daoxr/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOLC,HUALUXE Qingdao Licang,HUALUXE,MAINLAND_CN,CN,Qingdao,"No.168 Jinshui Road, Licang District, Qingdao, Shandong, 266199, Mainland China",36.17785,120.4848,https://www.ihg.com/hotels/us/en/qingdao/taolc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-DAOHA,InterContinental Qingdao,InterContinental,MAINLAND_CN,CN,Qingdao,"No.98 Ao Men Road, Qingdao, Shandong, 266071, Mainland China",36.056973,120.398476,https://www.ihg.com/intercontinental/hotels/us/en/qingdao/daoha/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOVC,voco Qingdao Licang,voco,MAINLAND_CN,CN,Qingdao,"South Building, No.168 Jinshui Road Licang District, Qingdao, Shandong, 266199, Mainland China",36.177902,120.48465,https://www.ihg.com/voco/hotels/us/en/qingdao/taovc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-TAOWQ,voco Qingdao West Coast,voco,MAINLAND_CN,CN,Qingdao,"No 1158 LijiangXi Road, Qingdao, Shandong, 266071, Mainland China",35.930695,120.17022,https://www.ihg.com/voco/hotels/us/en/qingdao/taowq/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-BPEQI,Holiday Inn Express Qinhuangdao Haigang,Holiday Inn Express,MAINLAND_CN,CN,Qinhuangdao,"No. 309, Xigang Road, Haigang District, Qinhuangdao, Hebei, 066001, Mainland China",39.944134,119.57547,https://www.ihg.com/holidayinnexpress/hotels/us/en/qinhuangdao/bpeqi/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-BPEHN,Holiday Inn Qinhuangdao Haigang,Holiday Inn,MAINLAND_CN,CN,Qinhuangdao,"No.40-1 Wenchang Road, Haigang District, Qinhuangdao, Hebei, 066000, Mainland China",39.908897,119.54586,https://www.ihg.com/holidayinn/hotels/us/en/qinhuangdao/bpehn/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-BPEBH,Hotel Indigo Beidaihe,Hotel Indigo,MAINLAND_CN,CN,Qinhuangdao,"Resea Coastal Resort, Beidaihe New Area, Qinhuangdao, Hebei, 066311, Mainland China",39.62636,119.30002,https://www.ihg.com/hotelindigo/hotels/us/en/qinghuangdao/bpebh/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-BPEBR,Vignette Collection Resea Hotel Beidaihe,Vignette Collection,MAINLAND_CN,CN,Qinhuangdao,"Resea Coastal Resort, Beidaihe New Area, Qinhuangdao, Hebei, 066311, Mainland China",39.620846,119.306885,https://www.ihg.com/vignettecollection/hotels/us/en/qinhuangdao/bpebr/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-QHXML,Holiday Inn Resort Qionghai Guantang,Holiday Inn Resort,MAINLAND_CN,CN,Qionghai,"Baishi Ridge Scenic Zone, Guantang, Jiaji Town, Qionghai, Hainan, 571400, Mainland China",19.179268,110.398254,https://www.ihg.com/holidayinnresorts/hotels/us/en/qionghai/qhxml/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-CTUQI,InterContinental Chengdu Qionglai,InterContinental,MAINLAND_CN,CN,Qionglai,"Qiongyao Road South, Shifangtang District, Qionglai, Sichuan, 611530, Mainland China",30.399273,103.44088,https://www.ihg.com/intercontinental/hotels/us/en/qionglai/ctuqi/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JJNRQ,Crowne Plaza Quanzhou Riverview,Crowne Plaza,MAINLAND_CN,CN,Quanzhou,"No.2233 Jiangbin South Road, Licheng District, Quanzhou, Fujian, 362000, Mainland China",24.931175,118.55946,https://www.ihg.com/crowneplaza/hotels/us/en/quanzhou/jjnrq/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JJNCQ,EVEN Hotel Quanzhou City Center,EVEN Hotel,MAINLAND_CN,CN,Quanzhou,"No.262 Lantai Road,Fengze District, Quanzhou, Fujian, 362000, Mainland China",24.908682,118.61237,https://www.ihg.com/evenhotels/hotels/us/en/quanzhou/jjncq/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JJNCC,Holiday Inn Express Quanzhou City Center,Holiday Inn Express,MAINLAND_CN,CN,Quanzhou,"597 Wenling North Road, Quanzhou, Fujian, 362000, Mainland China",24.912418,118.60319,https://www.ihg.com/holidayinnexpress/hotels/us/en/quanzhou/jjncc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-XMNQF,Holiday Inn Express Quanzhou Licheng,Holiday Inn Express,MAINLAND_CN,CN,Quanzhou,"No.4 Zhongjun Commercial Building, No.770 Nanhuan Road, Quanzhou, Fujian, 362013, Mainland China",24.905804,118.546875,https://www.ihg.com/holidayinnexpress/hotels/us/en/quanzhou/xmnqf/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JJNQT,Holiday Inn Express Quanzhou Taishang District,Holiday Inn Express,MAINLAND_CN,CN,Quanzhou,"203 Binhu South Road, Houhai Village, Baiqi Town, Quanzhou, Fujian, 362000, Mainland China",24.885212,118.73998,https://www.ihg.com/holidayinnexpress/hotels/us/en/quanzhou/jjnqt/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JJNQD,Holiday Inn Quanzhou Donghai,Holiday Inn,MAINLAND_CN,CN,Quanzhou,"No.999 Binhai Road, Fengze District, Quanzhou, Fujian, 362020, Mainland China",24.864222,118.67284,https://www.ihg.com/holidayinn/hotels/us/en/quanzhou/jjnqd/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JJNQA,Hotel Indigo Quanzhou Ancient Town,Hotel Indigo,MAINLAND_CN,CN,Quanzhou,"No. 158-1 Jiuyi Road, Licheng District, Quanzhou, Fujian, Mainland China",24.904434,118.59715,https://www.ihg.com/hotelindigo/hotels/us/en/quanzhou/jjnqa/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JJNQC,InterContinental Quanzhou,InterContinental,MAINLAND_CN,CN,Quanzhou,"No.1005 Fenghai Road, Fengze District, Quanzhou, Fujian, 362000, Mainland China",24.87135,118.63934,https://www.ihg.com/intercontinental/hotels/us/en/quanzhou/jjnqc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-JUZQZ,Crowne Plaza Quzhou,Crowne Plaza,MAINLAND_CN,CN,Quzhou,"Building 11, Zone 1, No.1 Chengdian Road,Kecheng Dist., Quzhou, Zhejiang, 324000, Mainland China",28.945232,118.84132,https://www.ihg.com/crowneplaza/hotels/us/en/quzhou/juzqz/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-HGHNT,Holiday Inn Quzhou,Holiday Inn,MAINLAND_CN,CN,Quzhou,"No. 99 Zheda Road, Kecheng District, Quzhou, Zhejiang, 324000, Mainland China",28.944181,118.82672,https://www.ihg.com/holidayinn/hotels/us/en/quzhou/hghnt/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-ZYIMT,InterContinental Maotai Town,InterContinental,MAINLAND_CN,CN,Renhuai,"Chunshu village, Maotai Town, Renhuai City, Renhuai, Guizhou, 564501, Mainland China",27.880093,106.365585,https://www.ihg.com/intercontinental/hotels/us/en/renhuai/zyimt/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-RIZRD,Holiday Inn Express Rizhao Oriental Colorful City,Holiday Inn Express,MAINLAND_CN,CN,Rizhao,"No.159 Qingdao Road, Rizhao, Shandong, 276800, Mainland China",35.44843,119.5531,https://www.ihg.com/holidayinnexpress/hotels/us/en/rizhao/rizrd/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-RIZRV,Holiday Inn Rizhao Seaview,Holiday Inn,MAINLAND_CN,CN,Rizhao,"No. 779, Qingdao Road, Donggang District, Rizhao, Shandong, Mainland China",35.409878,119.54744,https://www.ihg.com/holidayinn/hotels/us/en/rizhao/rizrv/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-SYXBA,Crowne Plaza Resort Sanya Bay,Crowne Plaza,MAINLAND_CN,CN,Sanya,"No. 228 Sanya Bay Road, Sanya, Hainan, 572000, Mainland China",18.288858,109.38026,https://www.ihg.com/crowneplaza/hotels/us/en/sanya/syxba/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-SYXCC,Crowne Plaza Sanya City Center,Crowne Plaza,MAINLAND_CN,CN,Sanya,"No. 3 Yuya Road, Sanya, Hainan, 572000, Mainland China",18.234571,109.514854,https://www.ihg.com/crowneplaza/hotels/us/en/sanya/syxcc/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-SYXCR,Crowne Plaza Sanya Haitang Bay Resort,Crowne Plaza,MAINLAND_CN,CN,Sanya,"No. 98 North Haitang Road, Haitang Bay, Sanya, Hainan, 572013, Mainland China",18.363146,109.747955,https://www.ihg.com/crowneplaza/hotels/us/en/sanya/syxcr/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
IHG Hotels & Resorts,IHG-SYXYA,Crowne Plaza Sanya Yazhou Bay,Crowne Plaza,MAINLAND_CN,CN,Sanya,"NO. 1 Xindao Street Yazhou Bay District, Sanya, Hainan, 572025, Mainland China",18.333155,109.15222,https://www.ihg.com/crowneplaza/hotels/us/en/sanya/syxya/hoteldetail,false,,CNY,not_available_from_current_official_public_source,0,,,,,"IHG public destination pages expose Check Rates links, but no concrete amount in the page JSON-LD/list source."
