spiritCode,name_en,name_zh,brand_en,brand_zh,brandKey,hotelStatus,propertyType,gpCategory,city_en,city_zh,province_en,province_zh,address1_en,address1_zh,zipcode,latitude,longitude,phone,propertySiteURL_en,propertySiteURL_zh,bookableDate,openDate,checkinTime,checkoutTime,nonSmoking
SHANGRI-LA-nanning-www-shangri-la-com-cn-nanning-shangrila,,南宁香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Nanning,南宁,Guangxi,广西,,,,,,,https://www.shangri-la.com/en/nanning/shangrila/,https://www.shangri-la.com/cn/nanning/shangrila/,,,,,
SHANGRI-LA-ningbo-www-shangri-la-com-cn-ningbo-shangrila,,宁波香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Ningbo,宁波,Zhejiang,浙江,,,,,,,https://www.shangri-la.com/en/ningbo/shangrila/,https://www.shangri-la.com/cn/ningbo/shangrila/,,,,,
SHANGRI-LA-putian-www-shangri-la-com-cn-putian-shangrila,,莆田香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Putian,莆田,Fujian,福建,,,,,,,https://www.shangri-la.com/en/putian/shangrila/,https://www.shangri-la.com/cn/putian/shangrila/,,,,,
SHANGRI-LA-qingdao-www-shangri-la-com-cn-qingdao-shangrila,,青岛香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Qingdao,青岛,Shandong,山东,,,,,,,https://www.shangri-la.com/en/qingdao/shangrila/,https://www.shangri-la.com/cn/qingdao/shangrila/,,,,,
SHANGRI-LA-qinhuangdao-www-shangri-la-com-cn-qinhuangdao-shangrila,,秦皇岛香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Qinhuangdao,秦皇岛,Hebei,河北,,,,,,,https://www.shangri-la.com/en/qinhuangdao/shangrila/,https://www.shangri-la.com/cn/qinhuangdao/shangrila/,,,,,
SHANGRI-LA-qufu-www-shangri-la-com-cn-qufu-shangrila,,曲阜香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Qufu,曲阜,Shandong,山东,,,,,,,https://www.shangri-la.com/en/qufu/shangrila/,https://www.shangri-la.com/cn/qufu/shangrila/,,,,,
SHANGRI-LA-sanya-www-shangri-la-com-cn-sanya-shangrilasanya,,三亚香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Sanya,三亚,Hainan,海南,,,,,,,https://www.shangri-la.com/en/sanya/shangrilasanya/,https://www.shangri-la.com/cn/sanya/shangrilasanya/,,,,,
SHANGRI-LA-shanghai-www-shangri-la-com-cn-shanghai-qiantanshangrila,,上海前滩香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,,,,,,,https://www.shangri-la.com/en/shanghai/qiantanshangrila/,https://www.shangri-la.com/cn/shanghai/qiantanshangrila/,,,,,
SHANGRI-LA-shanghai-www-shangri-la-com-cn-shanghai-kerryhotelpudong,,上海浦东嘉里大酒店,Kerry Hotels,嘉里酒店,kerry-hotels,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,,,,,,,https://www.shangri-la.com/en/shanghai/kerryhotelpudong/,https://www.shangri-la.com/cn/shanghai/kerryhotelpudong/,,,,,
SHANGRI-LA-shanghai-www-shangri-la-com-cn-shanghai-pudongshangrila,,上海浦东香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,,,,,,,https://www.shangri-la.com/en/shanghai/pudongshangrila/,https://www.shangri-la.com/cn/shanghai/pudongshangrila/,,,,,
SHANGRI-LA-shanghai-www-shangri-la-com-cn-shanghai-tradershongqiaoairport,,上海虹桥机场盛贸酒店,Traders Hotels,盛贸酒店,traders-hotels,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,,,,,,,https://www.shangri-la.com/en/shanghai/tradershongqiaoairport/,https://www.shangri-la.com/cn/shanghai/tradershongqiaoairport/,,,,,
SHANGRI-LA-shanghai-www-shangri-la-com-cn-shanghai-shangrilahongqiaoairport,,上海虹桥机场香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,,,,,,,https://www.shangri-la.com/en/shanghai/shangrilahongqiaoairport/,https://www.shangri-la.com/cn/shanghai/shangrilahongqiaoairport/,,,,,
SHANGRI-LA-shanghai-www-shangri-la-com-cn-shanghai-jinganshangrila,,上海静安香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,,,,,,,https://www.shangri-la.com/en/shanghai/jinganshangrila/,https://www.shangri-la.com/cn/shanghai/jinganshangrila/,,,,,
SHANGRI-LA-shangrila-www-shangri-la-com-cn-yunnan-shangrila,,香格里拉大酒店,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,ShangriLa,香格里拉,Yunnan,云南,,,,,,,https://www.shangri-la.com/en/yunnan/shangrila/,https://www.shangri-la.com/cn/yunnan/shangrila/,,,,,
SHANGRI-LA-shenyang-www-hoteljen-com-cn-shenyang-hepingdistrict,,沈阳JEN酒店,JEN Hotels,JEN 酒店,jen-hotels,FULLY_BOOKABLE,Hotel,Luxury,Shenyang,沈阳,Liaoning,辽宁,,,,,,,https://www.hoteljen.com/en/shenyang/hepingdistrict,https://www.hoteljen.com/cn/shenyang/hepingdistrict,,,,,
SHANGRI-LA-shenyang-www-shangri-la-com-cn-shenyang-shangrila,,沈阳香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shenyang,沈阳,Liaoning,辽宁,,,,,,,https://www.shangri-la.com/en/shenyang/shangrila/,https://www.shangri-la.com/cn/shenyang/shangrila/,,,,,
SHANGRI-LA-shenzhen-www-hoteljen-com-cn-shenzhen-qianhai,,深圳前海JEN酒店,JEN Hotels,JEN 酒店,jen-hotels,FULLY_BOOKABLE,Hotel,Luxury,Shenzhen,深圳,Guangdong,广东,,,,,,,https://www.hoteljen.com/en/shenzhen/qianhai,https://www.hoteljen.com/cn/shenzhen/qianhai,,,,,
SHANGRI-LA-shenzhen-www-shangri-la-com-cn-shenzhen-nanshanshangrila,,深圳南山香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shenzhen,深圳,Guangdong,广东,,,,,,,https://www.shangri-la.com/en/shenzhen/nanshanshangrila/,https://www.shangri-la.com/cn/shenzhen/nanshanshangrila/,,,,,
SHANGRI-LA-shenzhen-www-shangri-la-com-cn-shenzhen-futianshangrila,,深圳福田香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shenzhen,深圳,Guangdong,广东,,,,,,,https://www.shangri-la.com/en/shenzhen/futianshangrila/,https://www.shangri-la.com/cn/shenzhen/futianshangrila/,,,,,
SHANGRI-LA-shenzhen-www-shangri-la-com-cn-shenzhen-shangrila,,深圳香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Shenzhen,深圳,Guangdong,广东,,,,,,,https://www.shangri-la.com/en/shenzhen/shangrila/,https://www.shangri-la.com/cn/shenzhen/shangrila/,,,,,
SHANGRI-LA-suzhou-www-shangri-la-com-cn-suzhou-jinjilakeshangrila,,苏州园区香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Suzhou,苏州,Jiangsu,江苏,,,,,,,https://www.shangri-la.com/en/suzhou/jinjilakeshangrila/,https://www.shangri-la.com/cn/suzhou/jinjilakeshangrila/,,,,,
SHANGRI-LA-suzhou-www-shangri-la-com-cn-suzhou-shangrila,,苏州香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Suzhou,苏州,Jiangsu,江苏,,,,,,,https://www.shangri-la.com/en/suzhou/shangrila/,https://www.shangri-la.com/cn/suzhou/shangrila/,,,,,
SHANGRI-LA-tangshan-www-shangri-la-com-cn-tangshan-shangrila,,唐山香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Tangshan,唐山,Hebei,河北,,,,,,,https://www.shangri-la.com/en/tangshan/shangrila/,https://www.shangri-la.com/cn/tangshan/shangrila/,,,,,
SHANGRI-LA-tianjin-www-shangri-la-com-cn-tianjin-shangrila,,天津香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Tianjin,天津,Tianjin,天津,,,,,,,https://www.shangri-la.com/en/tianjin/shangrila/,https://www.shangri-la.com/cn/tianjin/shangrila/,,,,,
SHANGRI-LA-wenzhou-www-shangri-la-com-cn-wenzhou-shangrila,,温州香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Wenzhou,温州,Zhejiang,浙江,,,,,,,https://www.shangri-la.com/en/wenzhou/shangrila/,https://www.shangri-la.com/cn/wenzhou/shangrila/,,,,,
SHANGRI-LA-wuhan-www-shangri-la-com-cn-wuhan-shangrila,,武汉香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Wuhan,武汉,Hubei,湖北,,,,,,,https://www.shangri-la.com/en/wuhan/shangrila/,https://www.shangri-la.com/cn/wuhan/shangrila/,,,,,
SHANGRI-LA-xiamen-www-shangri-la-com-cn-xiamen-shangrila,,厦门香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Xiamen,厦门,Fujian,福建,,,,,,,https://www.shangri-la.com/en/xiamen/shangrila/,https://www.shangri-la.com/cn/xiamen/shangrila/,,,,,
SHANGRI-LA-xian-www-shangri-la-com-cn-xian-shangrila,,西安香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Xian,西安,Shaanxi,陕西,,,,,,,https://www.shangri-la.com/en/xian/shangrila/,https://www.shangri-la.com/cn/xian/shangrila/,,,,,
SHANGRI-LA-yangzhou-www-shangri-la-com-cn-yangzhou-shangrila,,扬州香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Yangzhou,扬州,Jiangsu,江苏,,,,,,,https://www.shangri-la.com/en/yangzhou/shangrila/,https://www.shangri-la.com/cn/yangzhou/shangrila/,,,,,
SHANGRI-LA-yiwu-www-shangri-la-com-cn-yiwu-shangrila,,义乌香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Yiwu,义乌,Zhejiang,浙江,,,,,,,https://www.shangri-la.com/en/yiwu/shangrila/,https://www.shangri-la.com/cn/yiwu/shangrila/,,,,,
SHANGRI-LA-zhoushan-www-shangri-la-com-cn-zhoushan-shangrila,,舟山香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Zhoushan,舟山,Zhejiang,浙江,,,,,,,https://www.shangri-la.com/en/zhoushan/shangrila/,https://www.shangri-la.com/cn/zhoushan/shangrila/,,,,,
SHANGRI-LA-tainan-www-shangri-la-com-cn-tainan-fareasternplazashangrila,,台南远东香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Tainan,台南,Taiwan,台湾,,,,,,,https://www.shangri-la.com/en/tainan/fareasternplazashangrila/,https://www.shangri-la.com/cn/tainan/fareasternplazashangrila/,,,,,
SHANGRI-LA-taipei-www-shangri-la-com-cn-taipei-fareasternplazashangrila,,台北远东香格里拉,Shangri-La,香格里拉,shangri-la,FULLY_BOOKABLE,Hotel,Luxury,Taipei,台北,Taiwan,台湾,,,,,,,https://www.shangri-la.com/en/taipei/fareasternplazashangrila/,https://www.shangri-la.com/cn/taipei/fareasternplazashangrila/,,,,,
MO-hong-kong-the-landmark,"Mandarin Oriental The Landmark, Hong Kong",香港置地文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Hong Kong,香港,Hong Kong,香港,"The Landmark, 15 Queen’s Road Central",,,22.280541,114.158005,+852 2132 0188,https://www.mandarinoriental.com/en/hong-kong/the-landmark,https://www.mandarinoriental.com/zh-cn/hong-kong/the-landmark,,,,,
MO-hong-kong-victoria-harbour,"Mandarin Oriental, Hong Kong",香港文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Hong Kong,香港,Hong Kong,香港,5 Connaught Road Central,,,22.282098,114.159551,+852 2522 0111,https://www.mandarinoriental.com/en/hong-kong/victoria-harbour,https://www.mandarinoriental.com/zh-cn/hong-kong/victoria-harbour,,,,,
MO-beijing-qianmen,"Mandarin Oriental Qianmen, Beijing",北京前门文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Beijing,北京,Beijing,北京,"No.1 Caochang Alley 10, Dongcheng District",,100005,39.896876,116.40967,+86 10 8592 8888,https://www.mandarinoriental.com/en/beijing/qianmen,https://www.mandarinoriental.com/zh-cn/beijing/qianmen,,,,,
MO-beijing-wangfujing,"Mandarin Oriental Wangfujing, Beijing",北京王府井文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Beijing,北京,Beijing,北京,No. 269 Wangfujing Street,,100006,39.912287,116.411085,+86 (10) 8509 8888,https://www.mandarinoriental.com/en/beijing/wangfujing,https://www.mandarinoriental.com/zh-cn/beijing/wangfujing,,,,,
MO-guangzhou-tianhe,"Mandarin Oriental, Guangzhou",广州文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Guangzhou,广州,Guangdong,广东,"389 Tianhe Road, Tianhe District",,,23.134865,113.333205,+86 (20) 3808 8888,https://www.mandarinoriental.com/en/guangzhou/tianhe,https://www.mandarinoriental.com/zh-cn/guangzhou/tianhe,,,,,
MO-sanya-dadonghai,"Mandarin Oriental, Sanya",三亚文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Sanya,三亚,Hainan,海南,"12 Yuhai Road, Sanya",,572000,18.212868,109.536698,+86 (898) 8820 9999,https://www.mandarinoriental.com/en/sanya/dadonghai,https://www.mandarinoriental.com/zh-cn/sanya/dadonghai,,,,,
MO-shanghai-pudong,"Mandarin Oriental Pudong, Shanghai",上海浦东文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,"111 Pudong Road (S), Pudong",,200120,31.243605,121.507282,+86 (21) 2082 9888,https://www.mandarinoriental.com/en/shanghai/pudong,https://www.mandarinoriental.com/zh-cn/shanghai/pudong,,,,,
MO-shenzhen-futian,"Mandarin Oriental, Shenzhen",深圳文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Shenzhen,深圳,Guangdong,广东,"Block A UpperHills, No. 5001 Huanggang Road, Futian District",,,22.556850518,114.072191508,+86 (755) 8802 6888,https://www.mandarinoriental.com/en/shenzhen/futian,https://www.mandarinoriental.com/zh-cn/shenzhen/futian,,,,,
MO-macau-one-central,"Mandarin Oriental, Macau",澳门文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Macau,澳门,Macau,澳门,"n.945, Avenida Dr. Sun Yat Sen",,,22.184541,113.5471134,+853 8805 8888,https://www.mandarinoriental.com/en/macau/one-central,https://www.mandarinoriental.com/zh-cn/macau/one-central,,,,,
MO-taipei-songshan,"Mandarin Oriental, Taipei",台北文华东方酒店,Mandarin Oriental,文华东方,mandarin-oriental,FULLY_BOOKABLE,Hotel,Luxury,Taipei,台北,Taiwan,台湾,No. 158 Dunhua North Road,,10548,25.055728,121.548015,+886 2 2715 6888,https://www.mandarinoriental.com/en/taipei/songshan,https://www.mandarinoriental.com/zh-cn/taipei/songshan,,,,,
ROSEWOOD-rosewood-hong-kong,Rosewood Hong Kong,香港瑰丽酒店,Rosewood,瑰丽酒店,rosewood,FULLY_BOOKABLE,Hotel,Luxury,Hong Kong,香港,Hong Kong,香港,,,,,,,https://www.rosewoodhotels.com/en/hong-kong,,,,,,
ROSEWOOD-rosewood-beijing,Rosewood Beijing,北京瑰丽酒店,Rosewood,瑰丽酒店,rosewood,FULLY_BOOKABLE,Hotel,Luxury,Beijing,北京,Beijing,北京,,,,,,,https://www.rosewoodhotels.com/en/beijing,,,,,,
ROSEWOOD-rosewood-guangzhou,Rosewood Guangzhou,广州瑰丽酒店,Rosewood,瑰丽酒店,rosewood,FULLY_BOOKABLE,Hotel,Luxury,Guangzhou,广州,Guangdong,广东,,,,,,,https://www.rosewoodhotels.com/en/guangzhou,,,,,,
ROSEWOOD-rosewood-ningbo,Rosewood Ningbo,宁波瑰丽酒店,Rosewood,瑰丽酒店,rosewood,OPENING_SOON,Hotel,Luxury,Ningbo,宁波,Zhejiang,浙江,,,,,,,https://www.rosewoodhotels.com/en/ningbo,,,,,,
ROSEWOOD-rosewood-sanya,Rosewood Sanya,三亚瑰丽酒店,Rosewood,瑰丽酒店,rosewood,FULLY_BOOKABLE,Hotel,Luxury,Sanya,三亚,Hainan,海南,,,,,,,https://www.rosewoodhotels.com/en/sanya,,,,,,
ROSEWOOD-rosewood-shenzhen,Rosewood Shenzhen,深圳瑰丽酒店,Rosewood,瑰丽酒店,rosewood,OPENING_SOON,Hotel,Luxury,Shenzhen,深圳,Guangdong,广东,,,,,,,https://www.rosewoodhotels.com/en/shenzhen,,,,,,
the-peninsula-the-peninsula-hong-kong,The Peninsula Hong Kong,香港半岛酒店,The Peninsula,半岛酒店,the-peninsula,FULLY_BOOKABLE,Hotel,Luxury,Hong Kong,香港,Hong Kong,香港,"Salisbury Road, Tsim Sha Tsui, Kowloon, Hong Kong",,,,,,https://www.peninsula.com/en/hong-kong/5-star-luxury-hotel-kowloon,,,,,,
the-peninsula-the-peninsula-beijing,The Peninsula Beijing,北京王府半岛酒店,The Peninsula,半岛酒店,the-peninsula,FULLY_BOOKABLE,Hotel,Luxury,Beijing,北京,Beijing,北京,"8 Goldfish Lane, Wangfujing, Beijing",,,,,,https://www.peninsula.com/en/beijing/5-star-luxury-hotel-wangfujing,,,,,,
the-peninsula-the-peninsula-shanghai,The Peninsula Shanghai,上海半岛酒店,The Peninsula,半岛酒店,the-peninsula,FULLY_BOOKABLE,Hotel,Luxury,Shanghai,上海,Shanghai,上海,"No. 32 The Bund, 32 Zhongshan Dong Yi Road, Shanghai 200002",,,,,,https://www.peninsula.com/en/shanghai/5-star-luxury-hotel-bund,,,,,,
