chain,spiritCode,hotelCode,name_en,brand_en,regionCode,countryCode,city_en,rate_available,rate_source,rate_currency,rate_amount_local,rate_amount_fmt,rate_amount_source_value,rate_plan_code,rate_plan_name,rate_plan_desc,points_rate,propertySiteURL_en
IHG Hotels & Resorts,IHG-HKGLR,HKGLR,Crowne Plaza Hong Kong Causeway Bay,Crowne Plaza,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/hong-kong/hkglr/hoteldetail
IHG Hotels & Resorts,IHG-HKGCW,HKGCW,Holiday Inn Express Hong Kong Causeway Bay,Holiday Inn Express,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/hong-kong/hkgcw/hoteldetail
IHG Hotels & Resorts,IHG-HKGKK,HKGKK,Holiday Inn Express Hong Kong Kowloon CBD2,Holiday Inn Express,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/hong-kong/hkgkk/hoteldetail
IHG Hotels & Resorts,IHG-HKGMK,HKGMK,Holiday Inn Express Hong Kong Mongkok,Holiday Inn Express,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/hong-kong/hkgmk/hoteldetail
IHG Hotels & Resorts,IHG-HKGKL,HKGKL,Holiday Inn Golden Mile Hong Kong,Holiday Inn,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/hong-kong/hkgkl/hoteldetail
IHG Hotels & Resorts,IHG-HKGIN,HKGIN,Hotel Indigo Hong Kong Island,Hotel Indigo,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/hotelindigo/hotels/us/en/hong-kong/hkgin/hoteldetail
IHG Hotels & Resorts,IHG-HKGHB,HKGHB,InterContinental Grand Stanford Hong Kong,InterContinental,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/intercontinental/hotels/us/en/hong-kong/hkghb/hoteldetail
IHG Hotels & Resorts,IHG-HKGKH,HKGKH,Kimpton Tsim Sha Tsui Hong Kong,Kimpton,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/kimptonhotels/hotels/us/en/hong-kong/hkgkh/hoteldetail
IHG Hotels & Resorts,IHG-HKGHC,HKGHC,Regent Hong Kong,Regent,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/regent/hotels/us/en/hong-kong/hkghc/hoteldetail
IHG Hotels & Resorts,IHG-HKGSK,HKGSK,Vignette Collection WM Hotel Hong Kong,Vignette Collection,HK,HK,Hong Kong,false,ihg_destination_pages_no_amount,HKD,,,,,,,,https://www.ihg.com/vignettecollection/hotels/us/en/sai-kung/hkgsk/hoteldetail
IHG Hotels & Resorts,IHG-AKUKH,AKUKH,Holiday Inn Express Aksu,Holiday Inn Express,MAINLAND_CN,CN,Aksu,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/aksu/akukh/hoteldetail
IHG Hotels & Resorts,IHG-BAVXC,BAVXC,Holiday Inn Resort Kanas Hemu,Holiday Inn Resort,MAINLAND_CN,CN,Altay,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnresorts/hotels/us/en/xinjiang/bavxc/hoteldetail
IHG Hotels & Resorts,IHG-KJIKA,KJIKA,Hotel Indigo Kanas Hemu,Hotel Indigo,MAINLAND_CN,CN,Altay,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/hotelindigo/hotels/us/en/xinjiang/kjika/hoteldetail
IHG Hotels & Resorts,IHG-HGHAJ,HGHAJ,Hotel Indigo Anji,Hotel Indigo,MAINLAND_CN,CN,Anji,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/hotelindigo/hotels/us/en/anji/hghaj/hoteldetail
IHG Hotels & Resorts,IHG-AOGDT,AOGDT,Holiday Inn Express Anshan Downtown,Holiday Inn Express,MAINLAND_CN,CN,Anshan,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/anshan/aogdt/hoteldetail
IHG Hotels & Resorts,IHG-BVQBJ,BVQBJ,Holiday Inn Express Baoding Downtown,Holiday Inn Express,MAINLAND_CN,CN,Baoding,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/baoding/bvqbj/hoteldetail
IHG Hotels & Resorts,IHG-BVNXA,BVNXA,voco Xiong'An,voco,MAINLAND_CN,CN,Baoding,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/voco/hotels/us/en/baoding/bvnxa/hoteldetail
IHG Hotels & Resorts,IHG-SIABC,SIABC,Crowne Plaza Baoji City Center,Crowne Plaza,MAINLAND_CN,CN,Baoji,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/baoji/siabc/hoteldetail
IHG Hotels & Resorts,IHG-BJASC,BJASC,Holiday Inn Baoji Central,Holiday Inn,MAINLAND_CN,CN,Baoji,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/baoji/bjasc/hoteldetail
IHG Hotels & Resorts,IHG-SIABJ,SIABJ,Holiday Inn Express Baoji City Centre,Holiday Inn Express,MAINLAND_CN,CN,Baoji,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/baoji/siabj/hoteldetail
IHG Hotels & Resorts,IHG-BZXCT,BZXCT,Holiday Inn Express Bazhong Center,Holiday Inn Express,MAINLAND_CN,CN,Bazhong,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/bazhong/bzxct/hoteldetail
IHG Hotels & Resorts,IHG-BZXPC,BZXPC,Holiday Inn Express Pingchang,Holiday Inn Express,MAINLAND_CN,CN,Bazhong,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/bazhong/bzxpc/hoteldetail
IHG Hotels & Resorts,IHG-BHYHI,BHYHI,Crowne Plaza Beihai Silver Beach,Crowne Plaza,MAINLAND_CN,CN,Beihai,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beihai/bhyhi/hoteldetail
IHG Hotels & Resorts,IHG-BHYSB,BHYSB,Holiday Inn Beihai Silver Beach,Holiday Inn,MAINLAND_CN,CN,Beihai,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beihai/bhysb/hoteldetail
IHG Hotels & Resorts,IHG-BHYBS,BHYBS,Holiday Inn Express Beihai Silver Beach,Holiday Inn Express,MAINLAND_CN,CN,Beihai,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beihai/bhybs/hoteldetail
IHG Hotels & Resorts,IHG-BHYBR,BHYBR,HUALUXE Beihai Silver Beach Resort,HUALUXE,MAINLAND_CN,CN,Beihai,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/hotels/us/en/beihai/bhybr/hoteldetail
IHG Hotels & Resorts,IHG-BJSBD,BJSBD,Crowne Plaza Beijing Badaling,Crowne Plaza,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/bjsbd/hoteldetail
IHG Hotels & Resorts,IHG-PEGUT,PEGUT,Crowne Plaza Beijing Chaoyang U-Town,Crowne Plaza,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegut/hoteldetail
IHG Hotels & Resorts,IHG-PEGAP,PEGAP,Crowne Plaza Beijing International Airport,Crowne Plaza,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegap/hoteldetail
IHG Hotels & Resorts,IHG-PEGCP,PEGCP,Crowne Plaza Beijing Lido,Crowne Plaza,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegcp/hoteldetail
IHG Hotels & Resorts,IHG-PEGSP,PEGSP,Crowne Plaza Beijing Sun Palace,Crowne Plaza,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegsp/hoteldetail
IHG Hotels & Resorts,IHG-BJSZT,BJSZT,Crowne Plaza Beijing Tongzhou,Crowne Plaza,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/bjszt/hoteldetail
IHG Hotels & Resorts,IHG-PEGZG,PEGZG,Crowne Plaza Beijing Zhongguancun,Crowne Plaza,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegzg/hoteldetail
IHG Hotels & Resorts,IHG-BJSAR,BJSAR,Garner Hotel Beijing 798 Art District,Garner Hotel,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/garner-hotels/hotels/us/en/beijing/bjsar/hoteldetail
IHG Hotels & Resorts,IHG-BJSAZ,BJSAZ,Holiday Inn Beijing Airport Zone,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsaz/hoteldetail
IHG Hotels & Resorts,IHG-PEGCA,PEGCA,Holiday Inn Beijing ChangAn West,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegca/hoteldetail
IHG Hotels & Resorts,IHG-BJSDX,BJSDX,Holiday Inn Beijing Daxing Centre,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsdx/hoteldetail
IHG Hotels & Resorts,IHG-BJSDM,BJSDM,Holiday Inn Beijing Daxing Movie Park,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsdm/hoteldetail
IHG Hotels & Resorts,IHG-PEGSM,PEGSM,Holiday Inn Beijing Deshengmen,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegsm/hoteldetail
IHG Hotels & Resorts,IHG-PEGFD,PEGFD,Holiday Inn Beijing Focus Square,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegfd/hoteldetail
IHG Hotels & Resorts,IHG-BJSBM,BJSBM,Holiday Inn Beijing Mentougou,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsbm/hoteldetail
IHG Hotels & Resorts,IHG-PEGPK,PEGPK,Holiday Inn Beijing Shijingshan Parkview,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegpk/hoteldetail
IHG Hotels & Resorts,IHG-PEGTH,PEGTH,Holiday Inn Beijing Temple Of Heaven,Holiday Inn,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegth/hoteldetail
IHG Hotels & Resorts,IHG-BJSES,BJSES,Holiday Inn Express Beijing Airport Zone,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjses/hoteldetail
IHG Hotels & Resorts,IHG-BJSCA,BJSCA,Holiday Inn Express Beijing Capital Airport East,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsca/hoteldetail
IHG Hotels & Resorts,IHG-BJSCC,BJSCC,Holiday Inn Express Beijing Conference Center,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjscc/hoteldetail
IHG Hotels & Resorts,IHG-PEGDZ,PEGDZ,Holiday Inn Express Beijing Dongzhimen,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/pegdz/hoteldetail
IHG Hotels & Resorts,IHG-BJSDN,BJSDN,Holiday Inn Express Beijing Downtown,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsdn/hoteldetail
IHG Hotels & Resorts,IHG-BJSGC,BJSGC,Holiday Inn Express Beijing Guomao CBD,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsgc/hoteldetail
IHG Hotels & Resorts,IHG-BJSHS,BJSHS,Holiday Inn Express Beijing Haidian Suzhouqiao,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjshs/hoteldetail
IHG Hotels & Resorts,IHG-BJSLB,BJSLB,Holiday Inn Express Beijing Lize Business District,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjslb/hoteldetail
IHG Hotels & Resorts,IHG-BJSMG,BJSMG,Holiday Inn Express Beijing Mentougou,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsmg/hoteldetail
IHG Hotels & Resorts,IHG-PEKLV,PEKLV,Holiday Inn Express Beijing Shijingshan Lakeview,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/peklv/hoteldetail
IHG Hotels & Resorts,IHG-PEKSH,PEKSH,Holiday Inn Express Beijing Shijingshan Parkview,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/peksh/hoteldetail
IHG Hotels & Resorts,IHG-PEGDR,PEGDR,Holiday Inn Express Beijing Temple of Heaven,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/pegdr/hoteldetail
IHG Hotels & Resorts,IHG-BJSBT,BJSBT,Holiday Inn Express Beijing Tongzhou,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsbt/hoteldetail
IHG Hotels & Resorts,IHG-PEGGS,PEGGS,Holiday Inn Express Beijing Wangjing Center,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/peggs/hoteldetail
IHG Hotels & Resorts,IHG-BJSBY,BJSBY,Holiday Inn Express Beijing Yizhuang,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsby/hoteldetail
IHG Hotels & Resorts,IHG-BJSLY,BJSLY,Holiday Inn Express Beijing Yizhuang Center,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsly/hoteldetail
IHG Hotels & Resorts,IHG-PEKYE,PEKYE,Holiday Inn Express Beijing Yizhuang Tongminghu,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/pekye/hoteldetail
IHG Hotels & Resorts,IHG-BJSZH,BJSZH,Holiday Inn Express Beijing Zhongguancun Tech Park,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjszh/hoteldetail
IHG Hotels & Resorts,IHG-PEGSD,PEGSD,Holiday Inn Express Shangdi Beijing,Holiday Inn Express,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/pegsd/hoteldetail
IHG Hotels & Resorts,IHG-PEKBX,PEKBX,HUALUXE Beijing Xinan,HUALUXE,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/hotels/us/en/beijing/pekbx/hoteldetail
IHG Hotels & Resorts,IHG-PEGHC,PEGHC,InterContinental Beijing Beichen,InterContinental,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/intercontinental/hotels/us/en/beijing/peghc/hoteldetail
IHG Hotels & Resorts,IHG-PEGHE,PEGHE,InterContinental Beijing Sanlitun,InterContinental,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/intercontinental/hotels/us/en/beijing/peghe/hoteldetail
IHG Hotels & Resorts,IHG-PEKCH,PEKCH,Metropark Lido Hotel Beijing,Independent (SPHC),MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/spnd/hotels/us/en/beijing/pekch/hoteldetail
IHG Hotels & Resorts,IHG-PEKJB,PEKJB,Regent Beijing,Regent,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/regent/hotels/us/en/beijing/pekjb/hoteldetail
IHG Hotels & Resorts,IHG-BJSTP,BJSTP,voco Beijing Temple of Heaven,voco,MAINLAND_CN,CN,Beijing,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/voco/hotels/us/en/beijing/bjstp/hoteldetail
IHG Hotels & Resorts,IHG-BFJJI,BFJJI,Crowne Plaza Bijie Jinhai Lake,Crowne Plaza,MAINLAND_CN,CN,Bijie,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/bijie/bfjji/hoteldetail
IHG Hotels & Resorts,IHG-CBZCC,CBZCC,Holiday Inn Express Binzhou City Center,Holiday Inn Express,MAINLAND_CN,CN,Binzhou,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/binzhou/cbzcc/hoteldetail
IHG Hotels & Resorts,IHG-BPLSL,BPLSL,Hotel Indigo Sayram Lake,Hotel Indigo,MAINLAND_CN,CN,Bole,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/hotelindigo/hotels/us/en/bole/bplsl/hoteldetail
IHG Hotels & Resorts,IHG-TSNCG,TSNCG,Holiday Inn Express Cangzhou High-Tech Zone,Holiday Inn Express,MAINLAND_CN,CN,Cangzhou,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/cangzhou/tsncg/hoteldetail
IHG Hotels & Resorts,IHG-NBSCB,NBSCB,Crowne Plaza Resort Changbaishan Hot Spring,Crowne Plaza,MAINLAND_CN,CN,Changbaishan,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/changbaishan/nbscb/hoteldetail
IHG Hotels & Resorts,IHG-NBSEX,NBSEX,Holiday Inn Express Changbaishan,Holiday Inn Express,MAINLAND_CN,CN,Changbaishan,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changbaishan/nbsex/hoteldetail
IHG Hotels & Resorts,IHG-CGQHZ,CGQHZ,Holiday Inn Changchun High Tech Zone,Holiday Inn,MAINLAND_CN,CN,Changchun,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/changchun/cgqhz/hoteldetail
IHG Hotels & Resorts,IHG-CGQCJ,CGQCJ,Holiday Inn Changchun Jingyue,Holiday Inn,MAINLAND_CN,CN,Changchun,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/changchun/cgqcj/hoteldetail
IHG Hotels & Resorts,IHG-CGQCO,CGQCO,Holiday Inn Changchun Oriental Plaza,Holiday Inn,MAINLAND_CN,CN,Changchun,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/changchun/cgqco/hoteldetail
IHG Hotels & Resorts,IHG-CGQCE,CGQCE,Holiday Inn Express Changchun Ecological Square,Holiday Inn Express,MAINLAND_CN,CN,Changchun,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changchun/cgqce/hoteldetail
IHG Hotels & Resorts,IHG-CGQHT,CGQHT,Holiday Inn Express Changchun High-Tech Zone,Holiday Inn Express,MAINLAND_CN,CN,Changchun,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changchun/cgqht/hoteldetail
IHG Hotels & Resorts,IHG-CGQJI,CGQJI,Holiday Inn Express Changchun Jingyue,Holiday Inn Express,MAINLAND_CN,CN,Changchun,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changchun/cgqji/hoteldetail
IHG Hotels & Resorts,IHG-CGQTZ,CGQTZ,InterContinental Changchun High Tech Zone,InterContinental,MAINLAND_CN,CN,Changchun,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/intercontinental/hotels/us/en/changchun/cgqtz/hoteldetail
IHG Hotels & Resorts,IHG-CSXDZ,CSXDZ,Crowne Plaza Changsha Development Zone,Crowne Plaza,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/crowneplaza/hotels/us/en/changsha/csxdz/hoteldetail
IHG Hotels & Resorts,IHG-CSXDS,CSXDS,Holiday Inn Changsha Dawangshan,Holiday Inn,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/changsha/csxds/hoteldetail
IHG Hotels & Resorts,IHG-CSXCM,CSXCM,Holiday Inn Changsha Malanshan,Holiday Inn,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/changsha/csxcm/hoteldetail
IHG Hotels & Resorts,IHG-CSXCD,CSXCD,Holiday Inn Express Changsha Development Zone,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxcd/hoteldetail
IHG Hotels & Resorts,IHG-CSXFF,CSXFF,Holiday Inn Express Changsha Hunan Museum,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxff/hoteldetail
IHG Hotels & Resorts,IHG-CSXKA,CSXKA,Holiday Inn Express Changsha Kaifu,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxka/hoteldetail
IHG Hotels & Resorts,IHG-CSXTX,CSXTX,Holiday Inn Express Changsha Shengfu,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxtx/hoteldetail
IHG Hotels & Resorts,IHG-CSXCS,CSXCS,Holiday Inn Express Changsha Shifu,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxcs/hoteldetail
IHG Hotels & Resorts,IHG-CSXRS,CSXRS,Holiday Inn Express Changsha South Railway Station,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxrs/hoteldetail
IHG Hotels & Resorts,IHG-CSXTC,CSXTC,Holiday Inn Express Changsha University City,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxtc/hoteldetail
IHG Hotels & Resorts,IHG-CSXYH,CSXYH,Holiday Inn Express Changsha Yuhua,Holiday Inn Express,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/changsha/csxyh/hoteldetail
IHG Hotels & Resorts,IHG-CSXHR,CSXHR,Hotel Indigo Changsha Meixi Lake,Hotel Indigo,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/hotelindigo/hotels/us/en/changsha/csxhr/hoteldetail
IHG Hotels & Resorts,IHG-CSXIC,CSXIC,InterContinental Changsha,InterContinental,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/intercontinental/hotels/us/en/changsha/csxic/hoteldetail
IHG Hotels & Resorts,IHG-CSXCA,CSXCA,voco Changsha Airport,voco,MAINLAND_CN,CN,Changsha,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/voco/hotels/us/en/changsha/csxca/hoteldetail
IHG Hotels & Resorts,IHG-CZXFD,CZXFD,Fudu Grand Hotel Changzhou,Independent (SPHC),MAINLAND_CN,CN,Changzhou,false,ihg_destination_pages_no_amount,CNY,,,,,,,,https://www.ihg.com/spnd/hotels/us/en/changzhou/czxfd/hoteldetail
